timestamp,steps,heart_rate,calories,distance,source
2026-01-15 17:00:00.209524,61.9,39.9,samsung_health
2026-01-15 19:00:00.209524,66.5,54.9,ios_health
2026-01-15 20:00:00.209524,38.9,29.1,google_fit
2026-01-15 21:00:00.209524,46.4,32.6,samsung_health
2026-01-16 09:00:00.209524,61.1,38.2,samsung_health
2026-01-16 09:00:00.209524,44.5,53.8,ios_health
2026-01-16 10:00:00.209524,78.2,29.4,google_fit
2026-01-16 13:00:00.209524,73.9,25.0,samsung_health
2026-01-16 14:00:00.209524,51.8,33.6,ios_health
2026-01-16 16:00:00.209524,42.9,18.5,google_fit
2026-01-16 17:00:00.209524,33.9,57.2,samsung_health
2026-01-16 19:00:00.209524,61.0,29.9,ios_health
2026-01-16 20:00:00.209524,41.5,35.3,google_fit
2026-01-16 21:00:00.209524,70.5,37.2,samsung_health
2026-01-17 09:00:00.209524,24.2,45.4,samsung_health
2026-01-17 09:00:00.209524,46.7,44.3,ios_health
2026-01-17 10:00:00.209524,77.3,30.4,google_fit
2026-01-17 13:00:00.209524,56.4,47.2,samsung_health
2026-01-17 14:00:00.209524,24.2,60.7,ios_health
2026-01-17 16:00:00.209524,71.6,18.1,google_fit
2026-01-17 17:00:00.209524,59.9,25.9,samsung_health
2026-01-17 19:00:00.209524,69.7,46.5,ios_health
2026-01-17 20:00:00.209524,76.0,41.5,google_fit
2026-01-17 21:00:00.209524,33.0,55.3,samsung_health
2026-01-18 09:00:00.209524,42.6,42.5,samsung_health
2026-01-18 09:00:00.209524,21.9,30.2,ios_health
2026-01-18 10:00:00.209524,30.3,18.8,google_fit
2026-01-18 13:00:00.209524,39.6,29.8,samsung_health
2026-01-18 14:00:00.209524,50.3,51.3,ios_health
2026-01-18 16:00:00.209524,58.5,36.0,google_fit
2026-01-18 17:00:00.209524,66.5,42.0,samsung_health
2026-01-18 19:00:00.209524,39.4,52.5,ios_health
2026-01-18 20:00:00.209524,84.2,45.7,google_fit
2026-01-18 21:00:00.209524,66.0,22.5,samsung_health
2026-01-19 09:00:00.209524,34.3,52.0,samsung_health
2026-01-19 09:00:00.209524,41.1,48.9,ios_health
2026-01-19 10:00:00.209524,49.7,48.7,google_fit
2026-01-19 13:00:00.209524,66.3,46.5,samsung_health
2026-01-19 14:00:00.209524,27.9,26.7,ios_health
2026-01-19 16:00:00.209524,54.4,46.4,google_fit
2026-01-19 17:00:00.209524,60.6,31.7,samsung_health
2026-01-19 19:00:00.209524,70.4,29.5,ios_health
2026-01-19 20:00:00.209524,33.7,43.1,google_fit
2026-01-19 21:00:00.209524,36.2,56.8,samsung_health
2026-01-20 09:00:00.209524,54.0,21.4,samsung_health
2026-01-20 09:00:00.209524,22.0,39.9,ios_health
2026-01-20 10:00:00.209524,35.1,21.4,google_fit
2026-01-20 13:00:00.209524,65.0,32.2,samsung_health
2026-01-20 14:00:00.209524,67.3,50.6,ios_health
2026-01-20 16:00:00.209524,55.5,39.8,google_fit
2026-01-20 17:00:00.209524,27.5,54.3,samsung_health
2026-01-20 19:00:00.209524,38.4,44.3,ios_health
2026-01-20 20:00:00.209524,81.9,47.7,google_fit
2026-01-20 21:00:00.209524,50.9,37.0,samsung_health
2026-01-21 09:00:00.209524,53.3,59.1,samsung_health
2026-01-21 09:00:00.209524,70.5,38.9,ios_health
2026-01-21 10:00:00.209524,62.1,20.2,google_fit
2026-01-21 13:00:00.209524,47.5,56.2,samsung_health
2026-01-21 14:00:00.209524,35.9,42.8,ios_health
2026-01-21 16:00:00.209524,34.0,30.9,google_fit
2026-01-21 17:00:00.209524,68.8,40.7,samsung_health
2026-01-21 19:00:00.209524,15.9,41.4,ios_health
2026-01-21 20:00:00.209524,60.9,29.9,google_fit
2026-01-21 21:00:00.209524,33.6,30.8,samsung_health
2026-01-22 09:00:00.209524,40.7,52.5,samsung_health
2026-01-22 09:00:00.209524,58.6,62.8,ios_health
2026-01-22 10:00:00.209524,44.2,33.6,google_fit
2026-01-22 13:00:00.209524,31.7,42.1,samsung_health
2026-01-22 14:00:00.209524,73.1,43.9,ios_health
2026-01-22 16:00:00.209524,75.0,20.8,google_fit
2026-01-22 17:00:00.209524,40.5,27.3,samsung_health
2026-01-22 19:00:00.209524,48.5,61.2,ios_health
2026-01-22 20:00:00.209524,50.8,34.2,google_fit
2026-01-22 21:00:00.209524,32.2,55.6,samsung_health
2026-01-23 09:00:00.209524,62.3,37.9,samsung_health
2026-01-23 09:00:00.209524,39.3,46.8,ios_health
2026-01-23 10:00:00.209524,74.8,32.3,google_fit
2026-01-23 13:00:00.209524,20.2,29.2,samsung_health
2026-01-23 14:00:00.209524,66.3,53.0,ios_health
2026-01-23 16:00:00.209524,28.9,40.5,google_fit
2026-01-23 17:00:00.209524,39.0,39.7,samsung_health
2026-01-23 19:00:00.209524,20.3,56.3,ios_health
2026-01-23 20:00:00.209524,64.1,40.6,google_fit
2026-01-23 21:00:00.209524,31.6,37.6,samsung_health
